step,sim_time_s,x_actual,y_actual,phi_k,nav_state,current_wp_index,d_est,obstacle_detected,left_speed,right_speed
27,0.8640,-0.00270,-1.43606,0.92911,0,0,0.01633,0,-0.8214,0.8214
28,0.8960,-0.00270,-1.43606,0.94891,0,0,0.01645,0,-0.7461,0.7461
29,0.9280,-0.00270,-1.43606,0.96872,0,0,0.01671,0,-0.6707,0.6707
30,0.9600,-0.00270,-1.43606,0.98357,0,0,0.01704,0,-0.6142,0.6142
31,0.9920,-0.00273,-1.43612,1.00090,0,0,0.01748,0,2.5617,3.2920
32,1.0240,-0.00166,-1.43443,1.00833,0,0,0.01749,0,2.5697,3.2840
33,1.0560,-0.00064,-1.43280,1.01823,0,0,0.01749,0,2.5843,3.2693
34,1.0880,0.00037,-1.43115,1.02814,0,0,0.01738,0,2.5991,3.2546
35,1.1200,0.00132,-1.42954,1.03556,0,0,0.01700,0,2.6079,3.2457
36,1.1520,0.00230,-1.42788,1.04547,0,0,0.01698,0,2.6228,3.2309
37,1.1840,0.00327,-1.42621,1.05042,0,0,0.01678,0,2.6251,3.2286
38,1.2160,0.00422,-1.42453,1.06032,0,0,0.01689,0,2.6398,3.2139
39,1.2480,0.00512,-1.42289,1.06775,0,0,0.01763,0,2.6487,3.2050
40,1.2800,0.00605,-1.42120,1.07270,0,0,0.01725,0,2.6507,3.2029
41,1.3120,0.00696,-1.41950,1.08260,0,0,0.01710,0,2.6653,3.1884
42,1.3440,0.00787,-1.41779,1.08756,0,0,0.01683,0,2.6672,3.1865
43,1.3760,0.00876,-1.41608,1.09251,0,0,0.01724,0,2.6687,3.1850
44,1.4080,0.00961,-1.41442,1.09993,0,0,0.01675,0,2.6765,3.1771
45,1.4400,0.01048,-1.41269,1.10489,0,0,0.01716,0,2.6774,3.1762
46,1.4720,0.01134,-1.41096,1.11479,0,0,0.01748,0,2.6907,3.1630
47,1.5040,0.01219,-1.40923,1.11974,0,0,0.01770,0,2.6911,3.1625
48,1.5360,0.01303,-1.40749,1.12469,0,0,0.01706,0,2.6909,3.1627
49,1.5680,0.01386,-1.40574,1.12964,0,0,0.01768,0,2.6899,3.1637
50,1.6000,0.01465,-1.40405,1.13707,0,0,0.01754,0,2.6950,3.1586
51,1.6320,0.01545,-1.40230,1.14202,0,0,0.01698,0,2.6925,3.1611
52,1.6640,0.01625,-1.40054,1.14697,0,0,0.01697,0,2.6888,3.1648
53,1.6960,0.01701,-1.39884,1.15440,0,0,0.01804,0,2.6907,3.1630
54,1.7280,0.01779,-1.39707,1.15935,0,1,0.01843,0,2.6842,3.1695
55,1.7600,0.01858,-1.39524,1.16678,0,1,0.01793,0,3.1291,-3.1291
56,1.7920,0.01858,-1.39524,1.08756,0,1,0.01737,0,2.8276,-2.8276
57,1.8240,0.01855,-1.39529,1.01576,0,1,0.01691,0,2.5518,-2.5518
58,1.8560,0.01855,-1.39529,0.95139,0,1,0.01704,0,2.3069,-2.3069
59,1.8880,0.01855,-1.39529,0.89197,0,1,0.01712,0,2.0808,-2.0808
60,1.9200,0.01855,-1.39529,0.84245,0,1,0.01686,0,1.8924,-1.8924
61,1.9520,0.01855,-1.39529,0.79294,0,1,0.01733,0,1.7040,-1.7040
62,1.9840,0.01860,-1.39525,0.75085,0,1,0.01701,0,1.5455,-1.5455
63,2.0160,0.01860,-1.39525,0.71124,0,1,0.01722,0,1.3948,-1.3948
64,2.0480,0.01860,-1.39525,0.67658,0,1,0.01701,0,1.2629,-1.2629
65,2.0800,0.01854,-1.39529,0.64439,0,1,0.01815,0,1.1392,-1.1392
66,2.1120,0.01854,-1.39529,0.61468,0,1,0.01762,0,1.0262,-1.0262
67,2.1440,0.01854,-1.39529,0.58993,0,1,0.01781,0,0.9320,-0.9320
68,2.1760,0.01854,-1.39529,0.56517,0,1,0.01758,0,0.8378,-0.8378
69,2.2080,0.01854,-1.39529,0.54536,0,1,0.01743,0,0.7624,-0.7624
70,2.2400,0.01854,-1.39529,0.52556,0,1,0.01730,0,0.6871,-0.6871
71,2.2720,0.01860,-1.39526,0.50823,0,1,0.01742,0,0.6218,-0.6218
72,2.3040,0.01860,-1.39526,0.49337,0,1,0.01710,0,3.3037,2.5500
73,2.3360,0.02031,-1.39435,0.48347,0,1,0.01711,0,3.2907,2.5630
74,2.3680,0.02196,-1.39349,0.47604,0,1,0.01723,0,3.2836,2.5701
75,2.4000,0.02368,-1.39261,0.46614,0,1,0.01896,0,3.2706,2.5830
76,2.4320,0.02535,-1.39178,0.45871,0,1,0.01702,0,3.2637,2.5900
77,2.4640,0.02703,-1.39096,0.45128,0,1,0.01690,0,3.2569,2.5968
78,2.4960,0.02877,-1.39012,0.44138,0,1,0.01747,0,3.2444,2.6093
79,2.5280,0.03052,-1.38930,0.43643,0,1,0.01744,0,3.2446,2.6090
80,2.5600,0.03227,-1.38850,0.42652,0,1,0.01689,0,3.2326,2.6210
81,2.5920,0.03398,-1.38773,0.41910,0,1,0.01787,0,3.2266,2.6270
82,2.6240,0.03580,-1.38693,0.41167,0,1,0.01771,0,3.2219,2.6317
83,2.6560,0.03752,-1.38618,0.40424,0,1,0.01784,0,3.2167,2.6370
84,2.6880,0.03929,-1.38543,0.39434,0,1,0.01682,0,3.2059,2.6477
85,2.7200,0.04108,-1.38470,0.38939,0,1,0.01742,0,3.2083,2.6454
86,2.7520,0.04281,-1.38399,0.38196,0,1,0.01750,0,3.2046,2.6491
87,2.7840,0.04466,-1.38326,0.37453,0,1,0.01737,0,3.2028,2.6509
88,2.8160,0.04640,-1.38258,0.36711,0,1,0.01726,0,3.2007,2.6530
89,2.8480,0.04821,-1.38189,0.36215,0,1,0.01823,0,3.2068,2.6469
90,2.8800,0.04996,-1.38124,0.35473,0,1,0.01748,0,3.2075,2.6462
91,2.9120,0.05183,-1.38055,0.34730,0,2,0.01886,0,3.2113,2.6424
92,2.9440,0.05359,-1.37992,0.33987,0,2,0.02007,0,-3.2691,3.2691
93,2.9760,0.05359,-1.37992,0.42405,0,2,0.02310,0,-2.9488,2.9488
94,3.0080,0.05364,-1.37989,0.49585,0,2,0.02303,0,-2.6784,2.6784
95,3.0400,0.05359,-1.37993,0.56269,0,2,0.02202,0,-2.4215,2.4215
96,3.0720,0.05364,-1.37989,0.62459,0,2,0.02283,0,-2.1883,2.1883
97,3.1040,0.05359,-1.37993,0.68153,0,2,0.02068,0,-1.9695,1.9695
98,3.1360,0.05359,-1.37993,0.73104,0,2,0.02046,0,-1.7811,1.7811
99,3.1680,0.05359,-1.37993,0.77561,0,2,0.01987,0,-1.6116,1.6116
100,3.2000,0.05359,-1.37993,0.81522,0,2,0.01976,0,-1.4608,1.4608
101,3.2320,0.05363,-1.37988,0.85236,0,2,0.01793,0,-1.3210,1.3210
102,3.2640,0.05359,-1.37993,0.88454,0,2,0.01733,0,-1.1972,1.1972
103,3.2960,0.05363,-1.37988,0.91673,0,2,0.01701,0,-1.0760,1.0760
104,3.3280,0.05359,-1.37993,0.94396,0,2,0.01724,0,-0.9713,0.9713
105,3.3600,0.05359,-1.37993,0.96872,0,2,0.01727,0,-0.8771,0.8771
106,3.3920,0.05359,-1.37993,0.98852,0,2,0.01753,0,-0.8017,0.8017
107,3.4240,0.05363,-1.37988,1.01081,0,2,0.01741,0,-0.7177,0.7177
108,3.4560,0.05360,-1.37993,1.02814,0,2,0.01669,0,-0.6511,0.6511
109,3.4880,0.05363,-1.37988,1.04547,0,2,0.01730,0,-0.5858,0.5858
110,3.5200,0.05360,-1.37993,1.05785,0,2,0.01717,0,2.5681,3.2856
111,3.5520,0.05454,-1.37825,1.06775,0,2,0.01721,0,2.5815,3.2721
112,3.5840,0.05546,-1.37655,1.07765,0,2,0.01676,0,2.5950,3.2586
113,3.6160,0.05634,-1.37490,1.08508,0,2,0.01696,0,2.6026,3.2510
114,3.6480,0.05726,-1.37313,1.09251,0,2,0.01749,0,2.6092,3.2444
115,3.6800,0.05814,-1.37142,1.10241,0,2,0.01663,0,2.6225,3.2312
116,3.7120,0.05898,-1.36975,1.10984,0,2,0.01706,0,2.6297,3.2239
117,3.7440,0.05983,-1.36801,1.11479,0,2,0.01710,0,2.6300,3.2236
118,3.7760,0.06067,-1.36628,1.12469,0,2,0.01759,0,2.6426,3.2111
119,3.8080,0.06147,-1.36459,1.13212,0,2,0.01727,0,2.6492,3.2045
120,3.8400,0.06229,-1.36284,1.13707,0,2,0.01688,0,2.6487,3.2050
121,3.8720,0.06309,-1.36108,1.14697,0,2,0.01803,0,2.6603,3.1933
122,3.9040,0.06388,-1.35932,1.15193,0,2,0.01813,0,2.6590,3.1947
123,3.9360,0.06464,-1.35761,1.15935,0,2,0.01883,0,2.6637,3.1899
124,3.9680,0.06543,-1.35578,1.16678,0,2,0.01790,0,2.6669,3.1868
125,4.0000,0.06618,-1.35400,1.17173,0,2,0.01790,0,2.6633,3.1903
126,4.0320,0.06690,-1.35228,1.17916,0,2,0.01714,0,2.6655,3.1881
127,4.0640,0.06763,-1.35049,1.18411,0,2,0.01715,0,2.6596,3.1941
128,4.0960,0.06833,-1.34876,1.19154,0,3,0.01785,0,2.6589,3.1947
129,4.1280,0.06906,-1.34691,1.19896,0,3,0.01758,0,-1.1013,1.1013
130,4.1600,0.06904,-1.34697,1.22620,0,3,0.01739,0,-0.9967,0.9967
131,4.1920,0.06904,-1.34697,1.25096,0,3,0.01709,0,-0.9025,0.9025
132,4.2240,0.06906,-1.34690,1.27324,0,3,0.01698,0,-0.8185,0.8185
133,4.2560,0.06904,-1.34697,1.29552,0,3,0.01754,0,-0.7331,0.7331
134,4.2880,0.06906,-1.34690,1.31285,0,3,0.01792,0,-0.6677,0.6677
135,4.3200,0.06904,-1.34697,1.33018,0,3,0.01769,0,-0.6012,0.6012
136,4.3520,0.06904,-1.34697,1.34504,0,3,0.01813,0,2.5637,3.2900
137,4.3840,0.06946,-1.34508,1.35494,0,3,0.01698,0,2.5792,3.2745
138,4.4160,0.06987,-1.34319,1.36484,0,3,0.01756,0,2.5949,3.2588
139,4.4480,0.07026,-1.34130,1.36979,0,3,0.01722,0,2.5980,3.2556
140,4.4800,0.07064,-1.33941,1.37970,0,3,0.01759,0,2.6137,3.2400
141,4.5120,0.07098,-1.33758,1.38712,0,3,0.01746,0,2.6235,3.2301
142,4.5440,0.07134,-1.33561,1.39455,0,3,0.01742,0,2.6327,3.2209
143,4.5760,0.07166,-1.33377,1.40198,0,3,0.01668,0,2.6426,3.2111
144,4.6080,0.07198,-1.33187,1.41188,0,3,0.01656,0,2.6585,3.1952
145,4.6400,0.07228,-1.32996,1.41683,0,3,0.01763,0,2.6619,3.1918
146,4.6720,0.07256,-1.32811,1.42426,0,3,0.01734,0,2.6717,3.1819
147,4.7040,0.07283,-1.32620,1.42921,0,3,0.01649,0,2.6749,3.1787
148,4.7360,0.07311,-1.32423,1.43664,0,3,0.01765,0,2.6840,3.1697
149,4.7680,0.07335,-1.32238,1.44407,0,3,0.01719,0,2.6936,3.1600
150,4.8000,0.07359,-1.32046,1.44902,0,3,0.01673,0,2.6966,3.1571
151,4.8320,0.07382,-1.31854,1.45397,0,3,0.01642,0,2.6992,3.1544
152,4.8640,0.07404,-1.31662,1.45892,0,3,0.01677,0,2.7015,3.1521
153,4.8960,0.07424,-1.31477,1.46635,0,3,0.01678,0,2.7102,3.1434
154,4.9280,0.07444,-1.31285,1.47130,0,3,0.01716,0,2.7121,3.1416
155,4.9600,0.07463,-1.31092,1.47625,0,3,0.01763,0,2.7135,3.1402
156,4.9920,0.07480,-1.30900,1.48120,0,3,0.01780,0,2.7143,3.1394
157,5.0240,0.07497,-1.30708,1.48615,0,3,0.01717,0,2.7144,3.1392
158,5.0560,0.07512,-1.30522,1.49358,0,3,0.01742,0,2.7207,3.1329
159,5.0880,0.07527,-1.30329,1.49853,0,3,0.01768,0,2.7197,3.1340
160,5.1200,0.07540,-1.30137,1.50348,0,3,0.01763,0,2.7175,3.1361
161,5.1520,0.07553,-1.29944,1.50844,0,4,0.01724,0,2.7141,3.1396
162,5.1840,0.07564,-1.29751,1.51339,0,4,0.01688,0,2.7588,3.0949
163,5.2160,0.07575,-1.29558,1.51834,0,4,0.01699,0,2.7669,3.0868
164,5.2480,0.07584,-1.29372,1.52081,0,4,0.01670,0,2.7689,3.0847
165,5.2800,0.07593,-1.29179,1.52577,0,4,0.01695,0,2.7771,3.0765
166,5.3120,0.07602,-1.28986,1.53072,0,4,0.01793,0,2.7854,3.0683
167,5.3440,0.07609,-1.28799,1.53319,0,4,0.01660,0,2.7876,3.0661
168,5.3760,0.07616,-1.28600,1.53567,0,4,0.01689,0,2.7894,3.0642
169,5.4080,0.07623,-1.28413,1.53815,0,4,0.01753,0,2.7915,3.0622
170,5.4400,0.07628,-1.28220,1.54310,0,4,0.01724,0,2.7997,3.0540
171,5.4720,0.07633,-1.28027,1.54805,0,4,0.01674,0,2.8080,3.0457
172,5.5040,0.07637,-1.27841,1.55052,0,4,0.01784,0,2.8102,3.0434
173,5.5360,0.07641,-1.27641,1.55300,0,4,0.01683,0,2.8121,3.0415
174,5.5680,0.07644,-1.27455,1.55548,0,4,0.01751,0,2.8142,3.0395
175,5.6000,0.07647,-1.27262,1.56043,0,4,0.01750,0,2.8225,3.0312
176,5.6320,0.07649,-1.27068,1.56043,0,4,0.01704,0,2.8180,3.0356
177,5.6640,0.07650,-1.26882,1.56290,0,4,0.01758,0,2.8198,3.0338
178,5.6960,0.07652,-1.26682,1.56538,0,4,0.01689,0,2.8212,3.0325
179,5.7280,0.07652,-1.26496,1.56785,0,4,0.01698,0,2.8227,3.0310
180,5.7600,0.07652,-1.26302,1.57281,0,4,0.01733,0,2.8303,3.0234
181,5.7920,0.07652,-1.26109,1.57281,0,4,0.01699,0,2.8251,3.0286
182,5.8240,0.07651,-1.25916,1.57776,0,4,0.01723,0,2.8323,3.0214
183,5.8560,0.07650,-1.25730,1.58023,0,4,0.01647,0,2.8333,3.0204
184,5.8880,0.07648,-1.25536,1.58023,0,4,0.01728,0,2.8273,3.0263
185,5.9200,0.07646,-1.25343,1.58518,0,4,0.01798,0,2.8336,3.0201
186,5.9520,0.07643,-1.25150,1.58518,0,4,0.01775,0,2.8268,3.0269
187,5.9840,0.07640,-1.24957,1.59014,0,5,0.01710,0,2.8320,3.0217
188,6.0160,0.07636,-1.24764,1.59014,0,5,0.01761,0,2.9285,2.9252
189,6.0480,0.07632,-1.24577,1.59261,0,5,0.01723,0,2.9349,2.9188
190,6.0800,0.07628,-1.24384,1.59261,0,5,0.01667,0,2.9351,2.9186
191,6.1120,0.07624,-1.24191,1.59261,0,5,0.01747,0,2.9353,2.9183
192,6.1440,0.07620,-1.24005,1.59014,0,5,0.01737,0,2.9292,2.9245
193,6.1760,0.07616,-1.23812,1.59014,0,5,0.01711,0,2.9293,2.9244
194,6.2080,0.07612,-1.23619,1.59014,0,5,0.01721,0,2.9294,2.9243
195,6.2400,0.07609,-1.23425,1.59014,0,5,0.01826,0,2.9294,2.9242
196,6.2720,0.07605,-1.23232,1.59014,0,5,0.01798,0,2.9295,2.9241
197,6.3040,0.07601,-1.23039,1.59014,0,5,0.01801,0,2.9296,2.9240
198,6.3360,0.07597,-1.22846,1.59014,0,5,0.01745,0,2.9297,2.9239
199,6.3680,0.07594,-1.22653,1.59014,0,5,0.01738,0,2.9298,2.9238
200,6.4000,0.07590,-1.22460,1.59014,0,5,0.01672,0,2.9299,2.9237
201,6.4320,0.07586,-1.22273,1.58766,0,5,0.01653,0,2.9237,2.9300
202,6.4640,0.07583,-1.22087,1.59014,0,5,0.01751,0,2.9299,2.9237
203,6.4960,0.07579,-1.21894,1.59014,0,5,0.01720,0,2.9301,2.9236
204,6.5280,0.07576,-1.21701,1.59014,0,5,0.01712,0,2.9302,2.9234
205,6.5600,0.07572,-1.21508,1.59014,0,5,0.01683,0,2.9304,2.9233
206,6.5920,0.07568,-1.21315,1.59014,0,5,0.01697,0,2.9306,2.9231
207,6.6240,0.07564,-1.21121,1.59014,0,5,0.01672,0,2.9308,2.9229
208,6.6560,0.07561,-1.20928,1.59014,0,5,0.01695,0,2.9310,2.9227
209,6.6880,0.07557,-1.20735,1.59014,0,5,0.01751,0,2.9312,2.9224
210,6.7200,0.07554,-1.20549,1.58766,0,5,0.01709,0,2.9250,2.9286
211,6.7520,0.07550,-1.20356,1.58766,0,5,0.01659,0,2.9249,2.9287
212,6.7840,0.07547,-1.20163,1.58766,0,5,0.01784,0,2.9248,2.9289
213,6.8160,0.07544,-1.19976,1.59014,0,6,0.01756,0,2.9312,2.9225
214,6.8480,0.07540,-1.19783,1.59014,0,6,0.01775,0,2.9620,2.8917
215,6.8800,0.07536,-1.19590,1.59014,0,6,0.01749,0,2.9629,2.8907
216,6.9120,0.07533,-1.19397,1.58518,0,6,0.01711,0,2.9512,2.9024
217,6.9440,0.07530,-1.19204,1.58518,0,6,0.01826,0,2.9519,2.9017
218,6.9760,0.07527,-1.19010,1.58518,0,6,0.01735,0,2.9527,2.9010
219,7.0080,0.07525,-1.18817,1.58518,0,6,0.01797,0,2.9534,2.9002
220,7.0400,0.07522,-1.18624,1.58518,0,6,0.01762,0,2.9543,2.8994
221,7.0720,0.07519,-1.18438,1.58271,0,6,0.01811,0,2.9488,2.9049
222,7.1040,0.07517,-1.18245,1.58271,0,6,0.01890,0,2.9495,2.9042
223,7.1360,0.07515,-1.18051,1.58271,0,6,0.01745,0,2.9503,2.9034
224,7.1680,0.07512,-1.17858,1.58271,0,6,0.01711,0,2.9511,2.9025
225,7.2000,0.07510,-1.17672,1.58023,0,6,0.01686,0,2.9456,2.9080
226,7.2320,0.07509,-1.17479,1.58023,0,6,0.01725,0,2.9464,2.9073
227,7.2640,0.07507,-1.17285,1.58023,0,6,0.01648,0,2.9471,2.9065
228,7.2960,0.07505,-1.17092,1.58023,0,6,0.01730,0,2.9480,2.9057
229,7.3280,0.07503,-1.16899,1.58023,0,6,0.01714,0,2.9489,2.9047
230,7.3600,0.07502,-1.16713,1.57776,0,6,0.01652,0,2.9435,2.9102
231,7.3920,0.07500,-1.16520,1.57776,0,6,0.01769,0,2.9443,2.9094
232,7.4240,0.07499,-1.16326,1.57776,0,6,0.01692,0,2.9452,2.9085
233,7.4560,0.07498,-1.16133,1.57776,0,6,0.01707,0,2.9461,2.9075
234,7.4880,0.07496,-1.15940,1.57776,0,6,0.01716,0,2.9472,2.9064
235,7.5200,0.07495,-1.15747,1.57776,0,6,0.01728,0,2.9484,2.9052
236,7.5520,0.07494,-1.15560,1.57528,0,6,0.01763,0,2.9433,2.9104
237,7.5840,0.07493,-1.15367,1.57528,0,6,0.01726,0,2.9444,2.9093
238,7.6160,0.07492,-1.15174,1.57528,0,6,0.01743,0,2.9457,2.9080
239,7.6480,0.07491,-1.14981,1.57528,0,7,0.01662,0,2.9471,2.9065
240,7.6800,0.07490,-1.14788,1.57528,0,7,0.01669,0,2.9415,2.9121
241,7.7120,0.07490,-1.14601,1.57281,0,7,0.01646,0,2.9356,2.9181
242,7.7440,0.07489,-1.14408,1.57281,0,7,0.01739,0,2.9358,2.9178
243,7.7760,0.07489,-1.14215,1.57281,0,7,0.01726,0,2.9361,2.9176
244,7.8080,0.07489,-1.14022,1.57281,0,7,0.01667,0,2.9363,2.9173
245,7.8400,0.07488,-1.13829,1.57281,0,7,0.01773,0,2.9366,2.9170
246,7.8720,0.07488,-1.13636,1.57281,0,7,0.01730,0,2.9369,2.9167
247,7.9040,0.07487,-1.13443,1.57281,0,7,0.01790,0,2.9373,2.9164
248,7.9360,0.07487,-1.13262,1.57281,0,7,0.01731,0,2.9376,2.9161
249,7.9680,0.07487,-1.13069,1.57281,0,7,0.01747,0,2.9380,2.9157
250,8.0000,0.07486,-1.12876,1.57281,0,7,0.01627,0,2.9384,2.9153
251,8.0320,0.07486,-1.12683,1.57281,0,7,0.01713,0,2.9388,2.9149
252,8.0640,0.07486,-1.12490,1.57281,0,7,0.01699,0,2.9393,2.9144
253,8.0960,0.07485,-1.12297,1.57281,0,7,0.01709,0,2.9398,2.9139
254,8.1280,0.07485,-1.12110,1.57033,0,7,0.01661,0,2.9339,2.9198
255,8.1600,0.07485,-1.11917,1.57033,0,7,0.01642,0,2.9342,2.9195
256,8.1920,0.07485,-1.11724,1.57033,0,7,0.01634,0,2.9345,2.9191
257,8.2240,0.07485,-1.11531,1.57033,0,7,0.01655,0,2.9349,2.9188
258,8.2560,0.07485,-1.11338,1.57033,0,7,0.01685,0,2.9353,2.9184
259,8.2880,0.07485,-1.11145,1.57033,0,7,0.01768,0,2.9358,2.9179
260,8.3200,0.07486,-1.10952,1.57033,0,7,0.01921,0,2.9363,2.9174
261,8.3520,0.07486,-1.10765,1.56785,0,7,0.02067,0,2.9303,2.9233
262,8.3840,0.07486,-1.10572,1.56785,0,7,0.02277,0,2.9306,2.9231
263,8.4160,0.07487,-1.10379,1.56785,0,7,0.02476,0,2.9308,2.9229
264,8.4480,0.07488,-1.10186,1.56785,0,7,0.02540,0,2.9311,2.9226
265,8.4800,0.07488,-1.09992,1.56785,0,8,0.02604,0,2.9314,2.9222
266,8.5120,0.07488,-1.09806,1.57033,0,8,0.02699,0,2.9296,2.9240
267,8.5440,0.07489,-1.09613,1.57033,0,8,0.02814,0,2.9297,2.9239
268,8.5760,0.07489,-1.09420,1.57033,0,8,0.02842,0,2.9298,2.9239
269,8.6080,0.07489,-1.09226,1.57033,0,8,0.02973,0,2.9299,2.9238
270,8.6400,0.07489,-1.09040,1.56785,0,8,0.03230,0,2.9236,2.9300
271,8.6720,0.07490,-1.08847,1.56785,0,8,0.03303,0,2.9235,2.9301
272,8.7040,0.07490,-1.08654,1.56785,0,8,0.03565,0,2.9234,2.9303
273,8.7360,0.07491,-1.08460,1.56785,0,8,0.03568,0,2.9233,2.9304
274,8.7680,0.07491,-1.08267,1.56785,0,8,0.03868,0,2.9232,2.9305
275,8.8000,0.07492,-1.08074,1.56785,0,8,0.04155,0,2.9231,2.9306
276,8.8320,0.07492,-1.07888,1.57033,0,8,0.04585,0,2.9293,2.9243
277,8.8640,0.07492,-1.07694,1.57033,0,8,0.04853,0,2.9294,2.9243
278,8.8960,0.07492,-1.07501,1.57033,0,8,0.05041,0,2.9295,2.9242
279,8.9280,0.07492,-1.07308,1.57033,0,8,0.05557,0,2.9296,2.9241
280,8.9600,0.07493,-1.07122,1.56785,0,8,0.06393,0,2.9233,2.9303
281,8.9920,0.07493,-1.06928,1.56785,0,8,0.06962,0,2.9232,2.9305
282,9.0240,0.07494,-1.06735,1.56785,0,8,0.07567,0,2.9230,2.9307
283,9.0560,0.07495,-1.06542,1.56785,0,8,0.08240,0,2.9228,2.9308
284,9.0880,0.07495,-1.06349,1.56785,0,8,0.09069,0,2.9226,2.9311
285,9.1200,0.07496,-1.06156,1.56785,0,8,0.10455,0,2.9224,2.9313
286,9.1520,0.07496,-1.05969,1.57033,0,8,0.12089,0,2.9286,2.9251
287,9.1840,0.07496,-1.05776,1.57033,0,8,0.13447,0,2.9287,2.9250
288,9.2160,0.07496,-1.05583,1.57033,0,8,0.20245,0,2.9288,2.9248
289,9.2480,0.07496,-1.05390,1.57033,0,8,0.28494,0,2.9289,2.9247
290,9.2800,0.07496,-1.05197,1.57033,0,8,0.35619,0,2.9291,2.9246
291,9.3120,0.07497,-1.05010,1.56785,0,8,0.42142,0,2.9228,2.9309
292,9.3440,0.07497,-1.04817,1.56785,0,9,0.48379,0,2.9224,2.9312
293,9.3760,0.07498,-1.04624,1.56785,0,9,0.47657,0,2.9202,2.9335
294,9.4080,0.07498,-1.04431,1.56785,0,9,0.47855,0,2.9200,2.9337
295,9.4400,0.07499,-1.04244,1.57033,0,9,0.47401,0,2.9261,2.9275
296,9.4720,0.07499,-1.04051,1.57033,0,9,0.48049,0,2.9261,2.9275
297,9.5040,0.07499,-1.03858,1.57033,0,9,0.48320,0,2.9261,2.9276
298,9.5360,0.07499,-1.03665,1.57033,0,9,0.48531,0,2.9261,2.9276
299,9.5680,0.07499,-1.03472,1.57033,1,9,0.48903,1,-2.5120,-2.5120
300,9.6000,0.07499,-1.03639,1.57033,1,9,0.47789,0,-2.5120,-2.5120
301,9.6320,0.07499,-1.03806,1.57033,1,9,0.42431,0,-2.5120,-2.5120
302,9.6640,0.07499,-1.03967,1.56785,1,9,0.34489,0,-2.5120,-2.5120
303,9.6960,0.07498,-1.04128,1.57033,1,9,0.27262,0,-2.5120,-2.5120
304,9.7280,0.07498,-1.04296,1.57033,1,9,0.22677,0,-2.5120,-2.5120
305,9.7600,0.07498,-1.04463,1.57033,1,9,0.16749,0,-2.5120,-2.5120
306,9.7920,0.07498,-1.04624,1.56785,1,9,0.14159,0,-2.5120,-2.5120
307,9.8240,0.07497,-1.04791,1.56785,1,9,0.11923,0,-2.5120,-2.5120
308,9.8560,0.07497,-1.04952,1.57033,1,9,0.09704,0,-2.5120,-2.5120
309,9.8880,0.07497,-1.05120,1.57033,1,9,0.08867,0,-2.5120,-2.5120
310,9.9200,0.07497,-1.05287,1.57033,1,9,0.08432,0,-2.5120,-2.5120
311,9.9520,0.07497,-1.05448,1.56785,1,9,0.07765,0,-2.5120,-2.5120
