step,sim_time_s,x_actual,y_actual,phi_k,nav_state,current_wp_index,d_est,obstacle_detected,left_speed,right_speed
27,0.8640,-0.85790,-0.85514,0.84292,0,0,0.01633,0,3.1837,2.6700
28,0.8960,-0.85661,-0.85370,0.83797,0,0,0.01645,0,3.1824,2.6712
29,0.9280,-0.85531,-0.85227,0.83302,0,0,0.01671,0,3.1816,2.6720
30,0.9600,-0.85405,-0.85089,0.82559,0,0,0.01704,0,3.1746,2.6791
31,0.9920,-0.85274,-0.84948,0.82064,0,0,0.01748,0,3.1746,2.6791
32,1.0240,-0.85142,-0.84807,0.81569,0,0,0.01749,0,3.1753,2.6784
33,1.0560,-0.85009,-0.84667,0.80579,0,0,0.01749,0,3.1639,2.6898
34,1.0880,-0.84875,-0.84528,0.80084,0,0,0.01738,0,3.1656,2.6881
35,1.1200,-0.84740,-0.84389,0.79588,0,0,0.01700,0,3.1683,2.6853
36,1.1520,-0.84609,-0.84257,0.78846,0,0,0.01698,0,3.1652,2.6884
37,1.1840,-0.84473,-0.84120,0.78351,0,0,0.01678,0,3.1702,2.6834
38,1.2160,-0.84335,-0.83984,0.77855,0,1,0.01689,0,3.1770,2.6766
39,1.2480,-0.84202,-0.83853,0.77113,0,1,0.01763,0,2.9584,2.8953
40,1.2800,-0.84064,-0.83719,0.77113,0,1,0.01725,0,2.9590,2.8946
41,1.3120,-0.83920,-0.83580,0.76865,0,1,0.01710,0,2.9534,2.9003
42,1.3440,-0.83782,-0.83446,0.76865,0,1,0.01683,0,2.9540,2.8997
43,1.3760,-0.83647,-0.83316,0.76618,0,1,0.01724,0,2.9482,2.9054
44,1.4080,-0.83508,-0.83182,0.76618,0,1,0.01675,0,2.9487,2.9049
45,1.4400,-0.83369,-0.83048,0.76618,0,1,0.01716,0,2.9493,2.9044
46,1.4720,-0.83230,-0.82914,0.76618,0,1,0.01748,0,2.9498,2.9038
47,1.5040,-0.83095,-0.82785,0.76370,0,1,0.01770,0,2.9440,2.9096
48,1.5360,-0.82956,-0.82652,0.76370,0,1,0.01706,0,2.9445,2.9092
49,1.5680,-0.82816,-0.82518,0.76370,0,1,0.01768,0,2.9449,2.9087
50,1.6000,-0.82677,-0.82384,0.76370,0,1,0.01754,0,2.9454,2.9082
51,1.6320,-0.82537,-0.82251,0.76370,0,1,0.01698,0,2.9459,2.9077
52,1.6640,-0.82402,-0.82122,0.76122,0,1,0.01697,0,2.9401,2.9136
53,1.6960,-0.82262,-0.81989,0.76122,0,1,0.01804,0,2.9405,2.9132
54,1.7280,-0.82123,-0.81856,0.76122,0,1,0.01843,0,2.9409,2.9127
55,1.7600,-0.81983,-0.81722,0.76122,0,1,0.01793,0,2.9414,2.9123
56,1.7920,-0.81843,-0.81589,0.76122,0,1,0.01737,0,2.9418,2.9118
57,1.8240,-0.81703,-0.81456,0.76122,0,1,0.01691,0,2.9423,2.9113
58,1.8560,-0.81568,-0.81327,0.75875,0,1,0.01704,0,2.9365,2.9172
59,1.8880,-0.81432,-0.81199,0.76122,0,1,0.01712,0,2.9432,2.9105
60,1.9200,-0.81293,-0.81066,0.76122,0,1,0.01686,0,2.9438,2.9099
61,1.9520,-0.81153,-0.80932,0.76122,0,1,0.01733,0,2.9444,2.9092
62,1.9840,-0.81013,-0.80799,0.76122,0,1,0.01701,0,2.9451,2.9085
63,2.0160,-0.80873,-0.80666,0.76122,0,1,0.01722,0,2.9459,2.9078
64,2.0480,-0.80738,-0.80537,0.75875,0,1,0.01701,0,2.9403,2.9134
65,2.0800,-0.80598,-0.80404,0.75875,0,1,0.01815,0,2.9409,2.9128
66,2.1120,-0.80458,-0.80272,0.75875,0,1,0.01762,0,2.9416,2.9121
67,2.1440,-0.80317,-0.80139,0.75875,0,1,0.01781,0,2.9423,2.9113
68,2.1760,-0.80177,-0.80006,0.75875,0,1,0.01758,0,2.9431,2.9105
69,2.2080,-0.80037,-0.79873,0.75875,0,1,0.01743,0,2.9440,2.9096
70,2.2400,-0.79902,-0.79745,0.75627,0,1,0.01730,0,2.9386,2.9151
71,2.2720,-0.79761,-0.79612,0.75627,0,1,0.01742,0,2.9393,2.9144
72,2.3040,-0.79621,-0.79480,0.75627,0,1,0.01710,0,2.9401,2.9135
73,2.3360,-0.79480,-0.79347,0.75627,0,1,0.01711,0,2.9411,2.9126
74,2.3680,-0.79340,-0.79215,0.75627,0,1,0.01723,0,2.9422,2.9115
75,2.4000,-0.79199,-0.79082,0.75627,0,2,0.01896,0,2.9434,2.9102
76,2.4320,-0.79063,-0.78954,0.75380,0,2,0.01702,0,2.8679,2.9857
77,2.4640,-0.78918,-0.78817,0.75627,0,2,0.01690,0,2.8730,2.9807
78,2.4960,-0.78782,-0.78689,0.75875,0,2,0.01747,0,2.8782,2.9755
79,2.5280,-0.78642,-0.78556,0.75875,0,2,0.01744,0,2.8771,2.9766
80,2.5600,-0.78502,-0.78423,0.75875,0,2,0.01689,0,2.8759,2.9777
81,2.5920,-0.78367,-0.78295,0.76122,0,2,0.01787,0,2.8811,2.9725
82,2.6240,-0.78227,-0.78162,0.76122,0,2,0.01771,0,2.8801,2.9736
83,2.6560,-0.78087,-0.78028,0.76122,0,2,0.01784,0,2.8789,2.9748
84,2.6880,-0.77948,-0.77895,0.76617,0,2,0.01682,0,2.8904,2.9632
85,2.7200,-0.77809,-0.77761,0.76618,0,2,0.01742,0,2.8895,2.9642
86,2.7520,-0.77669,-0.77627,0.76618,0,2,0.01750,0,2.8885,2.9652
87,2.7840,-0.77535,-0.77497,0.76865,0,2,0.01737,0,2.8938,2.9598
88,2.8160,-0.77396,-0.77363,0.76865,0,2,0.01726,0,2.8929,2.9607
89,2.8480,-0.77257,-0.77229,0.76865,0,2,0.01814,0,2.8919,2.9617
90,2.8800,-0.77119,-0.77095,0.76865,0,2,0.01745,0,2.8909,2.9628
91,2.9120,-0.76985,-0.76965,0.77113,0,2,0.01754,0,2.8962,2.9574
92,2.9440,-0.76846,-0.76830,0.77113,0,2,0.01686,0,2.8953,2.9584
93,2.9760,-0.76708,-0.76696,0.77113,0,2,0.01787,0,2.8942,2.9594
94,3.0080,-0.76569,-0.76561,0.77113,0,2,0.01742,0,2.8931,2.9605
95,3.0400,-0.76435,-0.76431,0.77360,0,2,0.01765,0,2.8984,2.9553
96,3.0720,-0.76293,-0.76291,0.77608,0,2,0.01784,0,2.9037,2.9499
97,3.1040,-0.76155,-0.76156,0.77608,0,2,0.01655,0,2.9029,2.9508
98,3.1360,-0.76017,-0.76021,0.77608,0,2,0.01751,0,2.9019,2.9517
99,3.1680,-0.75884,-0.75890,0.77855,0,2,0.01768,0,2.9074,2.9463
100,3.2000,-0.75747,-0.75754,0.77855,0,2,0.01742,0,2.9065,2.9471
101,3.2320,-0.75609,-0.75619,0.77855,0,2,0.01659,0,2.9057,2.9480
102,3.2640,-0.75472,-0.75483,0.77855,0,2,0.01666,0,2.9047,2.9490
103,3.2960,-0.75334,-0.75347,0.77855,0,2,0.01684,0,2.9036,2.9500
104,3.3280,-0.75201,-0.75216,0.78103,0,2,0.01719,0,2.9089,2.9447
105,3.3600,-0.75064,-0.75080,0.78103,0,2,0.01726,0,2.9080,2.9457
106,3.3920,-0.74927,-0.74944,0.78103,0,2,0.01752,0,2.9069,2.9467
107,3.4240,-0.74790,-0.74808,0.78103,0,2,0.01741,0,2.9057,2.9479
108,3.4560,-0.74653,-0.74672,0.78103,0,2,0.01669,0,2.9044,2.9493
109,3.4880,-0.74520,-0.74541,0.78351,0,2,0.01730,0,2.9094,2.9442
110,3.5200,-0.74384,-0.74404,0.78351,0,2,0.01717,0,2.9082,2.9455
111,3.5520,-0.74247,-0.74268,0.78351,0,3,0.01721,0,2.9067,2.9469
112,3.5840,-0.74110,-0.74132,0.78351,0,3,0.01676,0,2.9179,2.9358
113,3.6160,-0.73973,-0.73995,0.78351,0,3,0.01696,0,2.9177,2.9360
114,3.6480,-0.73836,-0.73859,0.78351,0,3,0.01749,0,2.9175,2.9362
115,3.6800,-0.73704,-0.73727,0.78598,0,3,0.01663,0,2.9236,2.9300
116,3.7120,-0.73572,-0.73595,0.78351,0,3,0.01706,0,2.9172,2.9364
117,3.7440,-0.73435,-0.73459,0.78351,0,3,0.01710,0,2.9170,2.9367
118,3.7760,-0.73299,-0.73323,0.78351,0,3,0.01759,0,2.9168,2.9369
119,3.8080,-0.73162,-0.73186,0.78351,0,3,0.01727,0,2.9165,2.9371
120,3.8400,-0.73025,-0.73050,0.78351,0,3,0.01688,0,2.9163,2.9374
121,3.8720,-0.72888,-0.72914,0.78351,0,3,0.01803,0,2.9160,2.9377
122,3.9040,-0.72756,-0.72782,0.78598,0,3,0.01813,0,2.9221,2.9316
123,3.9360,-0.72620,-0.72645,0.78598,0,3,0.01883,0,2.9220,2.9317
124,3.9680,-0.72483,-0.72509,0.78598,0,3,0.01790,0,2.9218,2.9318
125,4.0000,-0.72347,-0.72372,0.78598,0,3,0.01790,0,2.9217,2.9320
126,4.0320,-0.72210,-0.72235,0.78598,0,3,0.01714,0,2.9215,2.9321
127,4.0640,-0.72074,-0.72099,0.78598,0,3,0.01715,0,2.9214,2.9323
128,4.0960,-0.71937,-0.71962,0.78598,0,3,0.01785,0,2.9212,2.9325
129,4.1280,-0.71801,-0.71826,0.78598,0,3,0.01758,0,2.9210,2.9326
130,4.1600,-0.71669,-0.71693,0.78846,0,3,0.01739,0,2.9272,2.9264
131,4.1920,-0.71537,-0.71561,0.78598,0,3,0.01709,0,2.9209,2.9328
132,4.2240,-0.71401,-0.71424,0.78598,0,3,0.01698,0,2.9206,2.9330
133,4.2560,-0.71264,-0.71288,0.78598,0,3,0.01754,0,2.9204,2.9332
134,4.2880,-0.71128,-0.71151,0.78598,0,3,0.01792,0,2.9202,2.9335
135,4.3200,-0.70991,-0.71015,0.78598,0,3,0.01769,0,2.9199,2.9337
136,4.3520,-0.70855,-0.70878,0.78598,0,3,0.01813,0,2.9196,2.9340
137,4.3840,-0.70719,-0.70741,0.78598,0,3,0.01698,0,2.9193,2.9343
138,4.4160,-0.70587,-0.70609,0.78846,0,3,0.01756,0,2.9254,2.9282
139,4.4480,-0.70451,-0.70472,0.78846,0,3,0.01722,0,2.9254,2.9283
140,4.4800,-0.70314,-0.70335,0.78846,0,3,0.01759,0,2.9253,2.9284
141,4.5120,-0.70178,-0.70198,0.78846,0,3,0.01746,0,2.9252,2.9284
142,4.5440,-0.70042,-0.70061,0.78846,0,3,0.01742,0,2.9251,2.9285
143,4.5760,-0.69906,-0.69924,0.78846,0,3,0.01668,0,2.9250,2.9286
144,4.6080,-0.69770,-0.69787,0.78846,0,3,0.01656,0,2.9249,2.9287
145,4.6400,-0.69638,-0.69655,0.78598,0,3,0.01763,0,2.9183,2.9353
146,4.6720,-0.69502,-0.69518,0.78598,0,3,0.01734,0,2.9178,2.9359
147,4.7040,-0.69370,-0.69386,0.78846,0,3,0.01649,0,2.9236,2.9300
148,4.7360,-0.69234,-0.69249,0.78846,0,4,0.01765,0,2.9234,2.9303
149,4.7680,-0.69098,-0.69112,0.78846,0,4,0.01719,0,2.9318,2.9219
150,4.8000,-0.68962,-0.68975,0.78846,0,4,0.01673,0,2.9319,2.9218
151,4.8320,-0.68825,-0.68838,0.78846,0,4,0.01642,0,2.9320,2.9217
152,4.8640,-0.68689,-0.68701,0.78846,0,4,0.01677,0,2.9321,2.9215
153,4.8960,-0.68553,-0.68564,0.78846,0,4,0.01678,0,2.9322,2.9214
154,4.9280,-0.68417,-0.68427,0.78846,0,4,0.01716,0,2.9324,2.9213
155,4.9600,-0.68285,-0.68295,0.78598,0,4,0.01763,0,2.9261,2.9275
156,4.9920,-0.68149,-0.68159,0.78598,0,4,0.01780,0,2.9261,2.9275
157,5.0240,-0.68012,-0.68022,0.78598,0,4,0.01717,0,2.9261,2.9276
158,5.0560,-0.67881,-0.67890,0.78846,0,4,0.01742,0,2.9324,2.9212
159,5.0880,-0.67744,-0.67753,0.78846,0,4,0.01768,0,2.9326,2.9211
160,5.1200,-0.67608,-0.67616,0.78846,0,4,0.01763,0,2.9327,2.9209
161,5.1520,-0.67472,-0.67479,0.78846,0,4,0.01724,0,2.9329,2.9208
162,5.1840,-0.67336,-0.67342,0.78846,0,4,0.01688,0,2.9331,2.9206
163,5.2160,-0.67200,-0.67205,0.78846,0,4,0.01699,0,2.9333,2.9204
164,5.2480,-0.67068,-0.67073,0.78598,0,4,0.01670,0,2.9271,2.9266
165,5.2800,-0.66932,-0.66936,0.78598,0,4,0.01695,0,2.9271,2.9266
166,5.3120,-0.66795,-0.66799,0.78598,0,4,0.01793,0,2.9271,2.9266
167,5.3440,-0.66659,-0.66663,0.78598,0,4,0.01660,0,2.9271,2.9266
168,5.3760,-0.66522,-0.66526,0.78598,0,4,0.01689,0,2.9271,2.9265
169,5.4080,-0.66386,-0.66389,0.78598,0,4,0.01753,0,2.9271,2.9265
170,5.4400,-0.66254,-0.66257,0.78846,0,4,0.01724,0,2.9335,2.9201
171,5.4720,-0.66118,-0.66120,0.78846,0,4,0.01674,0,2.9338,2.9199
172,5.5040,-0.65982,-0.65983,0.78846,0,4,0.01784,0,2.9340,2.9196
173,5.5360,-0.65850,-0.65851,0.78598,0,4,0.01683,0,2.9279,2.9257
174,5.5680,-0.65714,-0.65714,0.78598,0,4,0.01751,0,2.9280,2.9257
175,5.6000,-0.65577,-0.65578,0.78598,0,4,0.01750,0,2.9280,2.9256
176,5.6320,-0.65441,-0.65441,0.78598,0,4,0.01704,0,2.9281,2.9256
177,5.6640,-0.65304,-0.65305,0.78598,0,4,0.01758,0,2.9281,2.9255
178,5.6960,-0.65168,-0.65168,0.78598,0,4,0.01689,0,2.9282,2.9255
179,5.7280,-0.65031,-0.65031,0.78598,0,4,0.01698,0,2.9283,2.9254
180,5.7600,-0.64895,-0.64895,0.78598,0,4,0.01733,0,2.9284,2.9253
181,5.7920,-0.64758,-0.64758,0.78598,0,4,0.01699,0,2.9285,2.9252
182,5.8240,-0.64631,-0.64631,0.78598,0,4,0.01723,0,2.9286,2.9251
183,5.8560,-0.64494,-0.64494,0.78598,0,4,0.01647,0,2.9287,2.9250
184,5.8880,-0.64358,-0.64357,0.78598,0,4,0.01728,0,2.9288,2.9249
185,5.9200,-0.64222,-0.64221,0.78598,0,5,0.01798,0,2.9290,2.9247
186,5.9520,-0.64085,-0.64084,0.78598,0,5,0.01775,0,2.9285,2.9251
187,5.9840,-0.63949,-0.63947,0.78598,0,5,0.01710,0,2.9285,2.9251
188,6.0160,-0.63812,-0.63811,0.78598,0,5,0.01761,0,2.9286,2.9251
189,6.0480,-0.63676,-0.63674,0.78598,0,5,0.01723,0,2.9286,2.9250
190,6.0800,-0.63539,-0.63537,0.78598,0,5,0.01667,0,2.9287,2.9250
191,6.1120,-0.63407,-0.63406,0.78351,0,5,0.01747,0,2.9224,2.9313
192,6.1440,-0.63270,-0.63269,0.78351,0,5,0.01737,0,2.9222,2.9314
193,6.1760,-0.63138,-0.63137,0.78598,0,5,0.01711,0,2.9285,2.9252
194,6.2080,-0.63002,-0.63001,0.78598,0,5,0.01721,0,2.9285,2.9251
195,6.2400,-0.62865,-0.62864,0.78598,0,5,0.01826,0,2.9286,2.9251
196,6.2720,-0.62729,-0.62727,0.78598,0,5,0.01798,0,2.9286,2.9250
197,6.3040,-0.62592,-0.62591,0.78598,0,5,0.01801,0,2.9287,2.9250
198,6.3360,-0.62456,-0.62454,0.78598,0,5,0.01745,0,2.9287,2.9249
199,6.3680,-0.62319,-0.62318,0.78598,0,5,0.01738,0,2.9288,2.9249
200,6.4000,-0.62183,-0.62181,0.78598,0,5,0.01672,0,2.9288,2.9248
201,6.4320,-0.62051,-0.62049,0.78351,0,5,0.01653,0,2.9225,2.9311
202,6.4640,-0.61914,-0.61913,0.78351,0,5,0.01751,0,2.9224,2.9313
203,6.4960,-0.61782,-0.61781,0.78598,0,5,0.01720,0,2.9286,2.9250
204,6.5280,-0.61645,-0.61644,0.78598,0,5,0.01712,0,2.9287,2.9250
205,6.5600,-0.61509,-0.61508,0.78598,0,5,0.01683,0,2.9287,2.9249
206,6.5920,-0.61373,-0.61371,0.78598,0,5,0.01697,0,2.9288,2.9248
207,6.6240,-0.61236,-0.61234,0.78598,0,5,0.01672,0,2.9289,2.9248
208,6.6560,-0.61100,-0.61098,0.78598,0,5,0.01695,0,2.9290,2.9247
209,6.6880,-0.60963,-0.60961,0.78598,0,5,0.01751,0,2.9291,2.9246
210,6.7200,-0.60827,-0.60824,0.78598,0,5,0.01709,0,2.9291,2.9245
211,6.7520,-0.60695,-0.60693,0.78351,0,5,0.01659,0,2.9228,2.9308
212,6.7840,-0.60558,-0.60556,0.78351,0,5,0.01784,0,2.9226,2.9310
213,6.8160,-0.60421,-0.60420,0.78351,0,5,0.01756,0,2.9225,2.9312
214,6.8480,-0.60289,-0.60288,0.78598,0,5,0.01775,0,2.9287,2.9250
215,6.8800,-0.60152,-0.60151,0.78598,0,5,0.01749,0,2.9288,2.9249
216,6.9120,-0.60016,-0.60015,0.78598,0,5,0.01711,0,2.9289,2.9248
217,6.9440,-0.59879,-0.59878,0.78598,0,5,0.01826,0,2.9290,2.9247
218,6.9760,-0.59743,-0.59742,0.78598,0,5,0.01735,0,2.9291,2.9245
219,7.0080,-0.59607,-0.59605,0.78598,0,5,0.01797,0,2.9293,2.9244
220,7.0400,-0.59470,-0.59468,0.78598,0,5,0.01762,0,2.9294,2.9242
221,7.0720,-0.59334,-0.59332,0.78598,0,5,0.01811,0,2.9296,2.9240
222,7.1040,-0.59201,-0.59200,0.78351,0,6,0.01890,0,2.9233,2.9303
223,7.1360,-0.59065,-0.59063,0.78351,0,6,0.01745,0,2.9223,2.9314
224,7.1680,-0.58928,-0.58927,0.78351,0,6,0.01711,0,2.9222,2.9315
225,7.2000,-0.58796,-0.58795,0.78598,0,6,0.01686,0,2.9284,2.9252
226,7.2320,-0.58659,-0.58659,0.78598,0,6,0.01725,0,2.9285,2.9252
227,7.2640,-0.58523,-0.58522,0.78598,0,6,0.01648,0,2.9285,2.9252
228,7.2960,-0.58386,-0.58385,0.78598,0,6,0.01730,0,2.9285,2.9251
229,7.3280,-0.58250,-0.58249,0.78598,0,6,0.01714,0,2.9286,2.9251
230,7.3600,-0.58113,-0.58112,0.78598,0,6,0.01652,0,2.9286,2.9250
231,7.3920,-0.57977,-0.57975,0.78598,0,6,0.01769,0,2.9287,2.9250
232,7.4240,-0.57845,-0.57844,0.78351,0,6,0.01692,0,2.9223,2.9313
233,7.4560,-0.57708,-0.57707,0.78351,0,6,0.01707,0,2.9222,2.9314
234,7.4880,-0.57571,-0.57571,0.78351,0,6,0.01716,0,2.9221,2.9316
235,7.5200,-0.57439,-0.57439,0.78598,0,6,0.01728,0,2.9283,2.9253
236,7.5520,-0.57303,-0.57302,0.78598,0,6,0.01763,0,2.9284,2.9253
237,7.5840,-0.57166,-0.57166,0.78598,0,6,0.01726,0,2.9284,2.9252
238,7.6160,-0.57030,-0.57029,0.78598,0,6,0.01743,0,2.9285,2.9252
239,7.6480,-0.56893,-0.56893,0.78598,0,6,0.01662,0,2.9285,2.9251
240,7.6800,-0.56757,-0.56756,0.78598,0,6,0.01669,0,2.9286,2.9251
241,7.7120,-0.56620,-0.56619,0.78598,0,6,0.01646,0,2.9286,2.9250
242,7.7440,-0.56488,-0.56487,0.78351,0,6,0.01739,0,2.9223,2.9313
243,7.7760,-0.56351,-0.56351,0.78351,0,6,0.01726,0,2.9222,2.9315
244,7.8080,-0.56215,-0.56215,0.78351,0,6,0.01667,0,2.9220,2.9317
245,7.8400,-0.56083,-0.56083,0.78598,0,6,0.01773,0,2.9282,2.9255
246,7.8720,-0.55946,-0.55946,0.78598,0,6,0.01730,0,2.9283,2.9254
247,7.9040,-0.55810,-0.55810,0.78598,0,6,0.01790,0,2.9283,2.9253
248,7.9360,-0.55673,-0.55673,0.78598,0,6,0.01731,0,2.9284,2.9253
249,7.9680,-0.55537,-0.55536,0.78598,0,6,0.01747,0,2.9284,2.9252
250,8.0000,-0.55400,-0.55400,0.78598,0,6,0.01627,0,2.9285,2.9251
251,8.0320,-0.55264,-0.55263,0.78598,0,6,0.01713,0,2.9286,2.9251
252,8.0640,-0.55127,-0.55126,0.78598,0,6,0.01699,0,2.9287,2.9250
253,8.0960,-0.54995,-0.54995,0.78351,0,6,0.01709,0,2.9224,2.9313
254,8.1280,-0.54858,-0.54858,0.78351,0,6,0.01661,0,2.9221,2.9316
255,8.1600,-0.54726,-0.54726,0.78598,0,6,0.01642,0,2.9283,2.9254
256,8.1920,-0.54590,-0.54590,0.78598,0,6,0.01634,0,2.9284,2.9253
257,8.2240,-0.54453,-0.54453,0.78598,0,6,0.01655,0,2.9285,2.9252
258,8.2560,-0.54317,-0.54316,0.78598,0,6,0.01685,0,2.9286,2.9251
259,8.2880,-0.54180,-0.54180,0.78598,0,7,0.01638,0,2.9287,2.9249
260,8.3200,-0.54044,-0.54043,0.78598,0,7,0.01660,0,2.9285,2.9252
261,8.3520,-0.53908,-0.53907,0.78598,0,7,0.01732,0,2.9285,2.9252
262,8.3840,-0.53771,-0.53770,0.78598,0,7,0.01710,0,2.9285,2.9251
263,8.4160,-0.53639,-0.53638,0.78351,0,7,0.01696,0,2.9222,2.9314
264,8.4480,-0.53502,-0.53502,0.78351,0,7,0.01801,0,2.9221,2.9316
265,8.4800,-0.53365,-0.53365,0.78351,0,7,0.01666,0,2.9220,2.9317
266,8.5120,-0.53233,-0.53234,0.78598,0,7,0.01730,0,2.9282,2.9254
267,8.5440,-0.53097,-0.53097,0.78598,0,7,0.01686,0,2.9283,2.9254
268,8.5760,-0.52960,-0.52960,0.78598,0,7,0.01713,0,2.9283,2.9254
269,8.6080,-0.52824,-0.52824,0.78598,0,7,0.01655,0,2.9283,2.9253
270,8.6400,-0.52687,-0.52687,0.78598,0,7,0.01693,0,2.9284,2.9253
271,8.6720,-0.52551,-0.52550,0.78598,0,7,0.01683,0,2.9284,2.9252
272,8.7040,-0.52414,-0.52414,0.78598,0,7,0.01695,0,2.9285,2.9252
273,8.7360,-0.52282,-0.52282,0.78351,0,7,0.01740,0,2.9222,2.9315
274,8.7680,-0.52146,-0.52146,0.78351,0,7,0.01685,0,2.9220,2.9316
275,8.8000,-0.52009,-0.52009,0.78351,0,7,0.01751,0,2.9219,2.9318
276,8.8320,-0.51877,-0.51877,0.78598,0,7,0.01716,0,2.9281,2.9256
277,8.8640,-0.51740,-0.51741,0.78598,0,7,0.01776,0,2.9281,2.9255
278,8.8960,-0.51604,-0.51604,0.78598,0,7,0.01717,0,2.9282,2.9255
279,8.9280,-0.51467,-0.51468,0.78598,0,7,0.01694,0,2.9282,2.9254
280,8.9600,-0.51331,-0.51331,0.78598,0,7,0.01753,0,2.9283,2.9254
281,8.9920,-0.51194,-0.51194,0.78598,0,7,0.01683,0,2.9283,2.9253
282,9.0240,-0.51058,-0.51058,0.78598,0,7,0.01733,0,2.9284,2.9253
283,9.0560,-0.50921,-0.50921,0.78598,0,7,0.01691,0,2.9284,2.9252
284,9.0880,-0.50789,-0.50789,0.78351,0,7,0.01731,0,2.9221,2.9316
285,9.1200,-0.50652,-0.50653,0.78351,0,7,0.01742,0,2.9219,2.9318
286,9.1520,-0.50520,-0.50521,0.78598,0,7,0.01733,0,2.9281,2.9256
287,9.1840,-0.50384,-0.50384,0.78598,0,7,0.01784,0,2.9282,2.9255
288,9.2160,-0.50247,-0.50248,0.78598,0,7,0.01709,0,2.9282,2.9254
289,9.2480,-0.50111,-0.50111,0.78598,0,7,0.01704,0,2.9283,2.9254
290,9.2800,-0.49975,-0.49974,0.78598,0,7,0.01742,0,2.9284,2.9253
291,9.3120,-0.49838,-0.49838,0.78598,0,7,0.01798,0,2.9285,2.9252
292,9.3440,-0.49702,-0.49701,0.78598,0,7,0.01666,0,2.9286,2.9251
293,9.3760,-0.49565,-0.49564,0.78598,0,7,0.01711,0,2.9287,2.9250
294,9.4080,-0.49433,-0.49433,0.78351,0,7,0.01746,0,2.9223,2.9313
295,9.4400,-0.49296,-0.49296,0.78351,0,7,0.01785,0,2.9220,2.9317
296,9.4720,-0.49159,-0.49160,0.78351,0,8,0.01811,0,2.9216,2.9321
297,9.5040,-0.49027,-0.49028,0.78598,0,8,0.01734,0,2.9282,2.9255
298,9.5360,-0.48891,-0.48891,0.78598,0,8,0.01707,0,2.9282,2.9255
299,9.5680,-0.48754,-0.48755,0.78598,0,8,0.01782,0,2.9282,2.9254
300,9.6000,-0.48618,-0.48618,0.78598,0,8,0.01730,0,2.9283,2.9254
301,9.6320,-0.48481,-0.48482,0.78598,0,8,0.01760,0,2.9283,2.9254
302,9.6640,-0.48345,-0.48345,0.78598,0,8,0.01713,0,2.9283,2.9253
303,9.6960,-0.48209,-0.48208,0.78598,0,8,0.01693,0,2.9284,2.9253
304,9.7280,-0.48076,-0.48076,0.78351,0,8,0.01696,0,2.9220,2.9316
305,9.7600,-0.47940,-0.47940,0.78351,0,8,0.01737,0,2.9219,2.9317
306,9.7920,-0.47803,-0.47804,0.78351,0,8,0.01732,0,2.9218,2.9319
307,9.8240,-0.47671,-0.47672,0.78598,0,8,0.01720,0,2.9280,2.9256
